id,name,level,description,knowledge,addInfo
3162,"Giant Rat",Creature -1,"Giant rats are enormous versions of the common vermin. They are typically found in abundant numbers, but since they cannot fit in the nooks where mundane rats typically hide, they are much easier to locate and exterminate. They mostly live in sewers where they can scavenge from the streets above, but some families of giant rats live in more remote locations, such as dank caves, forests or hills. Rats are incredibly adept survivors and can be found nearly anywhere in the world, though they tend to favor temperate or warm climates as opposed to cold regions. Although its bite alone is not lethal except to the very young or very old, the giant rat carries the putrid plague common to rodents around the world—a pestilence more than capable of ravaging rural communities.","Animal  ( Nature ) : DC 13 Unspecific Lore : DC 11 Specific Lore : DC 8 ","Rats are a ubiquitous menace, scurrying through the sewers and on the streets of nearly every settlement in the world. Though a regular rat darting underfoot might startle or even frighten the average passerby, giant rats and rat swarms are far more dangerous."
3193,"Skeleton Guard",Creature -1,"The most common skeletal minions are mere guardians.","Undead  ( Religion ) : DC 13 Unspecific Lore : DC 11 Specific Lore : DC 8 ","Animated skeletons are among the most common types of undead. Skeleton Abilities Most skeletons have one of these abilities. If you give a skeleton more, you might want to increase its level and adjust its statistics. Bloody A coating of blood gives the skeleton fast healing equal to its level. Collapse  [reaction]  Trigger The skeleton is critically hit; Effect The skeleton collapses into a pile of bones and the attack deals only normal damage. The skeleton can re-form in a standing position as an action, but until it does, it is immobilized and off-guard. Explosive Death When the skeleton is destroyed, its bones shatter and explode. Adjacent creatures take 1d6 slashing damage per 2 levels (minimum 1d6) with a basic Reflex save against the moderate spell DC for the skeleton's level. Screaming Skull [two-actions]  (auditory, emotion, fear, mental) The skeleton removes its skull and throws it, making a jaws attack with a range of 20 feet. It then attempts to Demoralize each foe within 10 feet of the target. The head bounces, rolls, or even flies back, returning to the skeleton at the start of its next turn. The skeleton is blind until then. Creating SkeletonsStart with a skeleton of the appropriate size. (Gargantuan skeletons can use skeletal hulk with the elite adjustments, Gargantuan size, and 5 feet more reach.) Add Strikes, Speeds, or other abilities it would gain from its shape. For instance, a chimera skeleton might have a horn attack with its goat head and jaw attacks with its dragon and lion heads, but not a fist attack. Unlife Without FleshThe necromantic energies that infuse animated undead skeletons give them the ability to see without eyes and move without muscles. Despite being mindless, skeletons' instinct to do evil comes from their corrupt vital essence, perverting void energy for creation rather than destruction."
3200,"Viper",Creature -1,"Each member of this family of venomous snakes has long, hinged fangs that inject potent venom into their prey. Different vipers inject different types of venom, which might result in paralysis, extreme pain and swelling, blood clotting, or even the sudden stopping of the victim's heart.","Animal  ( Nature ) : DC 13 Unspecific Lore : DC 11 Specific Lore : DC 8 ","Snakes come in an array of forms, from jungle-dwelling constrictors that wrap around their prey to venomous vipers with deadly bites. Regardless, all snakes consume their prey whole by unhinging their jaws and using powerful muscles to move the food down their throats and into their stomachs. Snake ResourcesSnakeskin's distinctive pattern and wide variety of applications make it a sought-after resource, and the hides of extra-large snakes like giant anacondas can fetch a fine price in the right market. Such oversized snake hides can be used to craft clothing of snakeskin leather, including boots and gloves, as well as other items such as scabbards, backpacks, and even tents or makeshift boats. A snake's hide can be cleanly removed with a successful Crafting check or appropriate Lore check Snakes in MythologySnakes appear frequently and prominently in the myths and legends of many cultures throughout the Inner Sea region. In Ancient Osirion, snakes were revered and associated both with the serpent god Apep and the goddess Wadjet, the Green Empress. Perhaps the best-known example of snakes in Golarion's legends are the serpentfolk, serpentine humanoids who ruled vast swaths of the world in prehistoric times and worshiped a foul snake deity called Ydersius."
3210,"Sprite",Creature -1,"Common sprites, sometimes called firefly sprites, are primeval guardians that latch onto a person, place, or object and defend it for their own inscrutable reasons. Their dispositions vary from kind to spiteful, but all sprites have a capricious streak. Being only about 9 inches tall, they are wary of animals that might hunt them, particularly house cats, and prefer flight to a fight. On the other hand, sprites are incredibly curious about all forms of magic and heedlessly gather around ley line nexuses or other places of power.","Fey  ( Nature ) : DC 13 Unspecific Lore : DC 11 Specific Lore : DC 8 ","Elusive, flighty, and ebullient, sprites are what many villagers first imagine when they hear the terms “fey” or “fairy.” While their dispositions vary, all sprites share a connection to magic and a diminutive size. This family of fey shares its name with its slightest and most populous member, the common sprite. Sprite PranksSprite pranks tend to be kind-hearted in nature; they might use their abilities to embarrass a braggart or to trick them into a convoluted scheme to help someone notice an admirer who has been there for them all along. Their plans are often half-baked; sprites' mercurial nature means they can easily become distracted by something new before following through on a previous plan."
2451,"Oaksteward Enforcer",Creature 0,"This creature did not include a description.","Humanoid  ( Society ) : DC 19 Unspecific Lore : DC 17 Specific Lore : DC 14 ",
1883,"Mummified Cat",Creature 0,"Some of the wealthy have their favored pets mummified or wish to use the animal's fractured memories but strong instincts and natural weapons to turn them into formidable tomb guardians. No other animal was so trusted in the afterlife as felines, who were almost without exception buried alongside deceased pharaohs. Though small in stature, a clowder of mummified cats has ended the life of many a would-be tomb robber.","Undead  ( Religion ) : DC 14 Unspecific Lore : DC 12 Specific Lore : DC 9 ","While many cultures practice mummification of the dead for benign reasons, undead mummies are created through foul rituals, typically to provide eternally vigilant guardians. Mummification PracticeNeophytes to mummification typically apprentice to a morgue specializing in the process. Apprenticeships can last several years. Generally, the first mummies one produces are animals, usually of inferior quality. Those who become skilled remain rare enough to be a strategic resource and could be abducted, coerced, or bribed to change their allegiance or sabotage the mummification of their masters."
1899,"Wolf Skeleton",Creature 0,"Without the burden of flesh, skeletal wolves charge across the battlefield with terrifying speed.","Undead  ( Religion ) : DC 14 Unspecific Lore : DC 12 Specific Lore : DC 9 "," (plus an additional 1d6 for every 6 levels the skeleton has).  Skeleton of Roses  Thick briars have grown through the skeleton's bones, covering it in red roses with inch-long thorns. The skeleton's unarmed melee Strikes deal additional piercing damage equal to 1/3 the skeleton's level (minimum 1 damage). At the end of each of its turns, if the skeleton has caused piercing damage with its thorns, it regains HP equal to its level (minimum 1). Each time the skeleton regains HP in this way, another rose blossoms. Book of the DeadAquatic Bones The skeleton has bones from aquatic creatures, allowing it to swim using a simple tail, paddles, or similar appendage. The skeleton has a swim Speed of 20 feet and gains the aquatic trait and the aquatic ambush ability. Bone Storm  [three-actions]  Frequency once per day; Effect The skeleton transforms into a cyclone of bones, taking up the same space, but twice as tall. It then Strides up to double its Speed. It can move through spaces occupied by other creatures, and this movement doesn't trigger reactions. Creatures the bone storm moves through take 1d6 slashing damage for every 2 levels of the skeleton, with a basic Reflex save against the hard DC for the creature's level. A level 1 or lower skeleton only moves; it doesn't deal damage. A creature attempts this save only once even if the bone storm moved through its space multiple times. At the end of the movement, the skeleton reforms. Crumbling Bones The skeleton is made from crumbling bones that drift in clouds of dust. The skeleton has a fly Speed of 20 but it must end its turn within no more than 5 feet off the ground, or it falls, taking damage as normal. In addition, the skeleton can move through any space that's large enough for its skull to fit through. Frozen The skeleton's bones are covered in a thin layer of ice. The skeleton gains immunity to cold and weakness 5 to fire and loses resistance to fire. The skeleton is surrounded by an aura of cold that deals cold damage equal to half the skeleton's level to all adjacent creatures at the start of the skeleton's turn (basic Reflex save with a standard DC for its level). Grave Eruption  [two-actions]  Requirements The skeleton is undetected and buried in dirt, gravel, or other loose material; Effect The skeleton erupts from the ground, Stands, and makes a melee Strike. The target is flat-footed against this Strike. If the Strike hits, the target is frightened 1 (or frightened 2 on a critical hit). Lacquered During the process to create the skeleton, it was covered with several layers of an alchemical lacquer, giving its bones a golden hue and granting added protection. The skeleton gains acid resistance 5 and a +2 status bonus to saves against effects that age or erode the target. Nimble The skeleton is particularly fast and nimble. Its land Speed increases by 10 feet and it has a climb Speed of 20 feet. In addition, it gains the Nimble Dodge reaction. Rotten The bones of this skeleton are black and rotten, having spent years in polluted water or some other foul substance. The skeleton loses its resistance to piercing and slashing damage and is surrounded by a horrific stench in a 10-foot aura. A creature entering or starting its turn in the aura must succeed at a Fortitude save against the standard DC of the skeleton's level or become sickened 1 (plus slowed 1 for as long as it remains sickened on a critical failure). While within the aura, affected creatures take a –2 circumstance penalty to saves against disease and to recover from the sickened condition. A creature that succeeds at its save is temporarily immune for 1 minute. This stench remains for 1 hour after the rotten skeleton has been destroyed unless the bones are burned, or the rot is washed away with at least 1 gallon of water. Creating SkeletonsStart with a skeleton of the appropriate size. (Gargantuan skeletons can use skeletal hulk with the elite template, Gargantuan size, and 5 feet more reach.) Add Strikes, Speeds, or other abilities it would gain from its shape. For instance, a chimera skeleton might have a horn attack with its goat head and jaw attacks with its dragon and lion heads, but not a fist attack. First to RiseI can still remember the first time I was able to draw forth the right combination of incantations and gestures to bring a small pile of bones to life. To see them draw together and assemble, then stand, looking at me with empty eyes, waiting to obey my command. For myself, is the only intoxicant that has ever held any allure. Fortunately, I cast off the bonds of sentimentality long ago. Although, come to think of it, I think that skeletal cat still lingers in one of my many vaults. Patchwork SkeletonsA skeleton's connection to its mortal remains is tenuous. One that's damaged can fairly easily replace a broken bone with a similar bone scavenged from another creature. A skeleton can eventually have its entire body replaced, bone by bone. Skeletons don't have much of an identity, making it unclear whether this is still the same creature. Radiant RebirthWhen the powerful lich called the Whispering Tyrant returned from imprisonment, he unleashed the Radiant Fire that laid waste to several towns and cities around his prison of Gallowspire. Most of the fallen were left where they died, slowly steeping in necromantic energy. In the early days after these attacks, zombies commonly roamed the area, but as the years pass, skeletons have become more and more numerous. Skeleton OriginsNecromancers occasionally add a little something extra to skeletons they animate, but sometimes skeletons can pick up aspects of their environment. Skeletons that spend centuries in an underground cavern with a lava lake often end up blazing. Corpses whose graves become overrun with briars and brambles sometimes rise with life-draining thorns, while skeletons in vermin-infested earth often take some of those vermin with them when animated. The Skeletal PathDiviners cast animal bones with a record of small successes. With necromancy, one can see far beyond. Animated skeletons presented with non-specific orders move in eddies as a school of fish might. Careful observation reveals patterns. This requires a large number of skeletons. Fortunately, a resource in which I am prosperous. Unlife without FleshThe necromantic energies that infuse animated undead skeletons give them the ability to see without eyes and move without muscles. Despite being mindless, skeletons’ instinct to evil comes from their corrupt vital essence, perverting negative energy for creation rather than destruction."
1918,"Zombie Snake",Creature 0,"At around 5 feet long, this massive, rotting serpent lacks potent venom, but its bite still injects putrid fluid that can cause infection.","Undead  ( Religion ) : DC 14 Unspecific Lore : DC 12 Specific Lore : DC 9 ","A zombie's only desire is to consume the living. Unthinking and ever-shambling harbingers of death, zombies stop only when they're destroyed. Zombie Abilities You can modify zombies with the following zombie abilities. Most zombies have one of these abilities; If you give a zombie more, you might want to increase its level and adjust its statistics. The DCs use the zombie's level from the Spell DC and Spell Attack Bonus table. Disgusting Pustules (disease, necromancy) The zombie is covered in pustules that rupture when it takes any piercing damage or any critical hit. In either case, adjacent creatures are hit with vile fluid, causing them to become sickened 1 unless they succeed at a Fortitude save. Feast  [two-actions]  (manipulate) If the zombie is adjacent to a helpless or unconscious creature, or a deceased creature that died in the past hour, the zombie can feast upon its flesh to heal itself. This restores an amount of Hit Points equal to the zombie's level. If the creature is alive, the zombie deals damage equal to its jaws, flst, or claw damage. Plague-Ridden (disease, necromancy) The zombie carries a plague that can create more of its own kind. This functions as the plague zombie's zombie rot, except at stage 5, the victim rises as another of the zombie's type, rather than a plague zombie. Rotting Aura (aura, disease, necromancy) The zombie emits an aura of rot and disease that causes wounds to fester and turn sour. Any living creature that starts its turn within 10 feet of the zombie and is not at full Hit Points takes 1d6 damage as its wounds fester. This damage increases by 1d6 for every 6 levels the zombie has. Creatures that take a critical hit from the zombie also take this damage immediately. Unkillable This zombie is nigh unkillable. The zombie loses its weakness to slashing and gains resistance against all damage equal to its level (minimum 3), and it gains weakness equal to twice its level (minimum 6) to critical hits. Increase the zombie's level by 1 if you give it this ability. Additional Monster AbilitiesBestiary 3You can modify zombies with the following zombie abilities, in addition to those found on page 340 of the Bestiary. Most zombies have one of these abilities; if you give a zombie more, you might want to increase its level and adjust its statistics. Ankle Biter This zombie fights just as well on the ground as it does standing. While prone, the zombie isn't flat-footed, it ignores the status penalty to its attack rolls, and it gains a +2 circumstance bonus to Athletics checks to Trip. The zombie can also move up to half its Speed when it Crawls. Persistent Limbs The first time the zombie is critically hit with a melee or ranged Strike, a limb falls off its body and continues to attack. The limb acts on the zombie's initiative; each round it can Stride up to half the zombie's Speed and make a Strike. The limb uses and contributes to the zombie's multiple attack penalty. Putrid Stench (aura, olfactory) 15 feet. The zombie's rotting flesh is particularly malodorous. A creature that enters the area must attempt a Fortitude save. On a failure, the creature is sickened 1, and on a critical failure, the creature also takes a –5-foot status penalty to its Speeds for 1 round. While within the aura, the creature takes a –2 circumstance penalty to saves to recover from the sickened condition. A creature that succeeds at its save is temporarily immune to all zombies' putrid stenches for 1 minute. Unholy Speed The zombie gains a +10 status bonus to all its SpeedsBook of the Dead Infested The zombie's flesh is infested with swarming vermin. When the zombie is hit with a critical hit or destroyed, the swarm is set free. Its initiative is immediately after the zombie's. If the swarm is 4 or more levels lower than the zombie, it isn't worth XP (and doesn't add its XP to the encounter budget). Spitting Zombie The zombie spits acid as a ranged Strike with a range of 30 feet. This uses the highest attack bonus among the zombie's Strikes and deals 1d12 acid damage per 3 levels of the zombie (or 1d6 acid damage below level 3). On a critical hit, the target also takes 1d4 persistent acid damage per 3 levels of the zombie. Once used, the zombie must spend 1 action to cough up enough acid to use this ability again. Tearing Grapple The zombies work in groups to rip foes to pieces. Whenever a zombie with this ability successfully Grapples a foe that's already grabbed or restrained by another zombie with this ability, they violently struggle over the poor victim, dealing fist damage (or a similar Strike's damage if the zombie doesn't have a fist Strike). If the grapple is a critical success, the target takes double damage and ceases being grabbed or restrained by any other creatures. If the zombie has the Grab ability, using Grab deals half its fist Strike damage to the target. Creating ZombiesTo create a zombie creature, start with a zombie of the appropriate size. Then add any Strikes, Speeds, or other abilities it would gain from its shape. To create a Gargantuan zombie, begin with the zombie hulk, apply the elite adjustments, change its size to Gargantuan, and increase its reach by 5 feet. Disposable LegionsWith the ancient lich Tar-Baphon now released from his ages-long imprisonment, the undead within his legions have been specifically repurposed. Zombies like the ones seen here fulfill particular roles, and evil necromancers deploy them much like living or intelligent undead troops. Necromancer experiments seek to produce various abilities and mix energies, with horrifying results that doesn't deter their creators. Hoarding InstinctsThough zombies have no use for wealth—indeed, most don't understand the concept in the first place—zombie dragons retain a hint of their innate tendency to hoard. A fresher corpse might guard the hoard it gathered in life (or what remains of it), while a zombie further from life might instead hoard bones, rocks, corpses, or other unusual objects. Understandably, the monetary value of these hoards varies widely Mindless Mix-UpsZombies try to obey orders, but understanding the words spoken doesn't always mean interpreting them correctly. Examples of misunderstood orders have included the following. “Fetch my hat,” leading the zombie to spend hours throwing a hat across a room and retrieving it.“Prune these bushes,” resulting in bushes “pruned” entirely, cut off at the root.“Let me know if anyone comes to the door,” causing the zombie to go to the door and return to its master.“Kill the intruders!” turning zombies raised from a local graveyard against their master, who was not from the area.  Risen from the GraveZombies are often created using unwholesome necromantic rituals. Among the living dead, zombies are most often used as fodder, wearing down defenses and consuming resources before more powerful undead arrive to deal the killing blow. Zombies cannot speak or really even think for themselves, but they can be commanded by other allied undead and powerful necromancers. Symphony of FleshLife creates flesh to fulfill its needs, growing it to hunt, consume, and survive. In undeath, the tools of survival can be made into a medium for art. The zombie is the first note in a symphony of dead flesh. Along with skeletons, they are the sturdy, reliable base of any masterpiece and an artist who fails to master these simple tools is not worth notice. One can hear the joyous sounds of the symphony in the low moans and creaking bones of a zombie legion. Zombie AnimalsAnimals, like the snake, owlbear, and mammoth found here, can easily turn into zombies. They commonly rise from areas cursed by necromancy rather than being deliberately created. Risen pets sometimes develop a fondness for zombies, especially zombies of their former owners. An ordinary zombie can be a suitable companion, capable of petting the risen pet endlessly without the capacity to grow bored."
1924,"Clockwork Hunter",Creature 0,"Tasks like patrolling the sewers for vermin are mundane, perfect for the clockwork hunter. Its hound-like appearance mimics one of humanity's trustiest hunting companions—with a few choice modifications, of course. Few hunting dogs, for example, sport sturdy metal plating and an integrated crossbow bolt launcher. Over time, clockwork makers have unofficially adopted a common model for the hunter, making it fairly easy to find spare parts or compatible accessory modules. The city of Alkenstar owns a few dozen clockwork hunters for the purpose of keeping sewer tunnels free of vermin. Shieldmarshals sometimes drop boxes of extra crossbow bolts just inside sewer entrances, enabling clockwork hunters to resupply as needed. Other businesses that tend to purchase clockwork hunters include warehouses, butchers, and bakers—essentially, anywhere rats and other vermin tend to congregate. Though quick, a clockwork hunter's body isn't very sturdy and tends to fall apart after only minor abuse. Elite clockwork hunters are fitted with specialty armored plating, giving them resistance 2 to physical damage (except adamantine or orichalcum).","Construct  ( Arcana ,  Crafting ) : DC 16 Unspecific Lore : DC 14 Specific Lore : DC 11 ","Intricate, complex machines, clockworks are built with care by highly skilled engineers. Though their creation involves some amount of magic, they're primarily mechanical, packed with precision-tuned gears and springs working in concert. The sturdy mainspring within a clockwork must be wound to provide the energy needed to power the device. Some larger clockworks contain a series of springs for different limbs that each need to be wound. A clockwork's crafter creates a unique metal key while building the clockwork; winding the clockwork usually involves inserting the key into the machine's back and turning clockwise. Larger clockworks require greater strength to turn the key, and typically have larger keys to allow for more torque—some even accommodating a team of winders rather than an individual. Programming a clockwork requires both the key and the knowledge to set the program correctly, information usually reserved for the clockwork's creator or owner. Winding Clockworks A clockwork must be wound to remain operational. Each clockwork has the wind-up ability, with the specifics listed in its stat block. Wind-Up For a clockwork to act, it must be wound with a unique key by another creature. This takes 1 minute. Once wound, it remains operational for the listed amount of time, usually 24 hours, after which time it becomes unaware of its surroundings and can't act until it's wound again. Some clockworks' abilities require them to spend some of their remaining operational time. They can't spend more than they have and shut down immediately once they have 0 time remaining. If it's unclear when a clockwork was last wound, most clockwork keepers wind all their clockworks at a set time, typically 8 a.m. A clockwork that lists standby in its wind-up entry can enter standby mode as a 3-action activity. Its operational time doesn't decrease in standby, but it can sense its surroundings (with a –2 penalty to Perception). It can't act, with one exception: when it perceives a creature, it can exit standby as a reaction (rolling initiative if appropriate). A creature can attempt to Disable a Device to wind a clockwork down (with a DC listed in the wind-up entry). For each success, the clockwork loses 1 hour of operational time. This can be done even if the clockwork is in standby mode. Clockwork ResearchClockworks were invented in ancient times, culminating in the clockwork army of Xin, the first emperor of ancient Thassilon, but were lost for millennia. Disparate peoples later rediscovered the techniques and began to alter and improve them. Today, the Clockwork Cathedral in Absalom is a center of clockwork research, with many breakthroughs also coming from the kingdom of Nex and the mechanically savvy Grand Duchy of Alkenstar. The Qadiran professor Hadia Al-Dannah, formerly of the Clockwork Cathedral, wrote the best-regarded modern text on clockwork design—Glorious Rhythms in Life and Mechanica. Malfunction!Clockworks can be prone to errors if not well maintained or properly programmed. You might want to introduce one of the malfunctions listed below in a clockwork that is in disrepair or gets damaged heavily in battle (such as with a critical hit). Backfire: The clockwork rolls a DC 5 flat check at the start of each of its turns. On a failure, it backfires, dealing 2d6 fire damage in a 15-foot cone, including to itself (basic Reflex save at the standard DC for its level), and is slowed 1 this turn. Damaged Propulsion: The clockwork loses 1d4 hours of operational time at the end of each of its turns. Loose Screws: When damaged, the clockwork attempts a DC 5 flat check. On a failure, a plate of its armor falls loose. It takes a status penalty to AC equal to the number of lost plates (up to –4). Versatile DesignsMost clockwork builders design their mechanical minions to perform a single specific task, as in the case of the clockwork door warden or clockwork disposer. Though these constructs' intended functions are typically limited, creative owners can find workarounds or loopholes to exploit, effectively turning their single-purpose clockwork into a versatile guardian or servant. Of course, nearly every clockwork is pre-programmed to defend itself against foes, a function which typically requires no special action on the clockwork's part. Winding RoutinesMaintaining a group of clockworks that are meant to operate on a regular basis takes planning and attention. A cadre of clockwork soldiers set to patrol a location needs to be regularly wound. Typically, one or more servants are assigned to wind all the clockworks serving in one place at a standard time.  "
1998,"Juvenile Boar",Creature 0,"This creature did not include a description.","Animal  ( Nature ) : DC 14 Unspecific Lore : DC 12 Specific Lore : DC 9 ",
2033,"Necromunculus",Creature 0,"A necromunculus is a tiny undead servant that can only be created by an undead creature. These servitors are common creations in Geb, where undead crafters and masterminds have countless years to dabble in necromantic crafts and a great need for unquestioning loyalty from servitors more cunning than other simple undead minions. Necromunculi are similar to homunculi, but there are a few notable differences between these undead creatures and the constructs they are named after. A necromunculus may be loyal to its master, but it also seethes with hatred for all undead, including itself. If left to its own devices, a necromunculus immediately begins plotting to kill and gnaw upon any undead with whom it must regularly interact, even its master, even though it has no need to eat. A necromunculus cannot willingly act on this urge so long as it has some other command to obey, so their creators work hard to ensure that they are constantly supplied with tasks to keep them occupied. Despite their cannibalistic urges, necromunculi are gaining increased in popularity among Geb's undead necromancers. Each creator wishes to see if they can imbue even more of their powers or personality in the delightfully treacherous servants. Besides, they make excellent practice in espionage and logical thinking for would-be Blood Lords. Necromunculi resemble skeletal, impish humanoids with leathery wings. They are created from a mixture of mud, bonemeal, juniper oil, a few drops of blood from a still-living mammal, and a pound of the creator's own flesh, blood, or bone. Undead creatures lacking a corporeal body can use a pound of flesh, blood, or bone from another willing, intelligent undead subject, but the process generally destroys the volunteer.","Undead  ( Religion ) : DC 16 Unspecific Lore : DC 14 Specific Lore : DC 11 ",
2077,"Whalesteed",Creature 0,"Whalesteeds were first tamed in the Shackles as part of an ambush between rival pirate captains. Whalesteed riders are still an unusual sight, as learning to master the skill takes years of training.","Animal  ( Nature ) : DC 14 Unspecific Lore : DC 12 Specific Lore : DC 9 "," 2.0Dolphins encompass a wide range of aquatic mammals, all of which are quite social, intelligent, and widespread through the world’s oceans. Dolphins to the RescueDolphins have a somewhat unusual trait—they often come to the aid of other creatures in distress, such as to save a drowning person or to protect someone from the attack of a shark. Not every monster in this book wants to hurt player characters— consider having a dolphin come to an endangered PC's rescue if the situation merits!"
2203,"Thylacine",Creature 0,"A thylacine can be easily mistaken for a dog or jackal, but the defining stripes on their gold-hued backs and unusually wide gaping jaws negate this perception in close encounters. A thylacine is quite vocal, and uses a combination of growls, hisses, and gaping threat-yawns when threatened. An adult thylacine stands 2 feet tall at the shoulder, is 4 feet long (not counting an additional 2 feet of tail) and weighs roughly 50 pounds.The thylacine is a marsupial carnivore. This nocturnal predator typically hunts alone, only occasionally forming small packs. Because of their odd appearance, thylacines have a far harsher reputation than they probably should, playing a sort of bogeyman role in farming communities.","Animal  ( Nature ) : DC 16 Unspecific Lore : DC 14 Specific Lore : DC 11 ","The thylacine is a marsupial carnivore. This nocturnal predator typically hunts alone, only occasionally forming small packs. Because of their odd appearance, thylacines have a far harsher reputation than they probably should, playing a sort of bogeyman role in farming communities. Other ThylacinesIn the Inner Sea region, thylacines are rare outside the Stolen Lands. However, much larger breeds of thylacines—some the size of horses or even larger—dwell in southern Arcadia and on the plains of central Casmaron."
